0.0196078 0.529412 0.917833
0.0392157 0.529412 0.908074
0.0588235 0.529412 0.919117
0.0784314 0.529412 0.936409
0.0980392 0.529412 0.955549
0.117647 0.529412 0.975174
0.137255 0.529412 0.994868
0.156863 0.529412 1.01451
0.176471 0.529412 1.03406
0.196078 0.529412 1.05352
0.215686 0.529412 1.07289
0.235294 0.529412 1.09215
0.254902 0.529412 1.11131
0.27451 0.529412 1.13035
0.294118 0.529412 1.14928
0.313725 0.529412 1.16808
0.333333 0.529412 1.18676
0.352941 0.529412 1.2053
0.372549 0.529412 1.22369
0.392157 0.529412 1.24194
0.411765 0.529412 1.26003
0.431373 0.529412 1.27795
0.45098 0.529412 1.29571
0.470588 0.529412 1.31329
0.490196 0.529412 1.33069
0.509804 0.529412 1.3479
0.529412 0.529412 1.36491
0.54902 0.529412 1.38171
0.568627 0.529412 1.39831
0.588235 0.529412 1.4147
0.607843 0.529412 1.43085
0.627451 0.529412 1.44679
0.647059 0.529412 1.46248
0.666667 0.529412 1.47793
0.686275 0.529412 1.49314
0.705882 0.529412 1.50809
0.72549 0.529412 1.52278
0.745098 0.529412 1.5372
0.764706 0.529412 1.55134
0.784314 0.529412 1.56521
0.803922 0.529412 1.57878
0.823529 0.529412 1.59206
0.843137 0.529412 1.60502
0.862745 0.529412 1.61767
0.882353 0.529412 1.63003
0.901961 0.529412 1.64221
0.921569 0.529412 1.65461
0.941176 0.529412 1.66858
0.960784 0.529412 1.68851
0.980392 0.529412 1.72894
0.0196078 0.54902 0.883392
0.0392157 0.54902 0.896758
0.0588235 0.54902 0.911463
0.0784314 0.54902 0.92856
0.0980392 0.54902 0.947049
0.117647 0.54902 0.966185
0.137255 0.54902 0.985577
0.156863 0.54902 1.00504
0.176471 0.54902 1.02449
0.196078 0.54902 1.04388
0.215686 0.54902 1.06319
0.235294 0.54902 1.08242
0.254902 0.54902 1.10155
0.27451 0.54902 1.12057
0.294118 0.54902 1.13947
0.313725 0.54902 1.15826
0.333333 0.54902 1.17692
0.352941 0.54902 1.19544
0.372549 0.54902 1.21383
0.392157 0.54902 1.23206
0.411765 0.54902 1.25014
0.431373 0.54902 1.26806
0.45098 0.54902 1.28581
0.470588 0.54902 1.30339
0.490196 0.54902 1.32079
0.509804 0.54902 1.33799
0.529412 0.54902 1.35501
0.54902 0.54902 1.37182
0.568627 0.54902 1.38842
0.588235 0.54902 1.40481
0.607843 0.54902 1.42098
0.627451 0.54902 1.43692
0.647059 0.54902 1.45263
0.666667 0.54902 1.46809
0.686275 0.54902 1.48331
0.705882 0.54902 1.49828
0.72549 0.54902 1.51299
0.745098 0.54902 1.52744
0.764706 0.54902 1.54162
0.784314 0.54902 1.55552
0.803922 0.54902 1.56914
0.823529 0.54902 1.58248
0.843137 0.54902 1.59555
0.862745 0.54902 1.60838
0.882353 0.54902 1.62105
0.901961 0.54902 1.63371
0.921569 0.54902 1.64676
0.941176 0.54902 1.66093
0.960784 0.54902 1.67719
0.980392 0.54902 1.6945
0.0196078 0.568627 0.865603
0.0392157 0.568627 0.883761
0.0588235 0.568627 0.901068
0.0784314 0.568627 0.918961
0.0980392 0.568627 0.937536
0.117647 0.568627 0.956566
0.137255 0.568627 0.975835
0.156863 0.568627 0.995198
0.176471 0.568627 1.01457
0.196078 0.568627 1.03391
0.215686 0.568627 1.05318
0.235294 0.568627 1.07237
0.254902 0.568627 1.09147
0.27451 0.568627 1.11046
0.294118 0.568627 1.12935
0.313725 0.568627 1.14812
0.333333 0.568627 1.16676
0.352941 0.568627 1.18527
0.372549 0.568627 1.20364
0.392157 0.568627 1.22186
0.411765 0.568627 1.23994
0.431373 0.568627 1.25785
0.45098 0.568627 1.27559
0.470588 0.568627 1.29317
0.490196 0.568627 1.31056
0.509804 0.568627 1.32777
0.529412 0.568627 1.34478
0.54902 0.568627 1.3616
0.568627 0.568627 1.37821
0.588235 0.568627 1.3946
0.607843 0.568627 1.41078
0.627451 0.568627 1.42673
0.647059 0.568627 1.44245
0.666667 0.568627 1.45793
0.686275 0.568627 1.47317
0.705882 0.568627 1.48816
0.72549 0.568627 1.50289
0.745098 0.568627 1.51736
0.764706 0.568627 1.53157
0.784314 0.568627 1.5455
0.803922 0.568627 1.55917
0.823529 0.568627 1.57257
0.843137 0.568627 1.58571
0.862745 0.568627 1.59864
0.882353 0.568627 1.61143
0.901961 0.568627 1.6242
0.921569 0.568627 1.63716
0.941176 0.568627 1.65053
0.960784 0.568627 1.6642
0.980392 0.568627 1.67671
0.0196078 0.588235 0.852286
0.0392157 0.588235 0.871277
0.0588235 0.588235 0.88974
0.0784314 0.588235 0.908325
0.0980392 0.588235 0.927208
0.117647 0.588235 0.946341
0.137255 0.588235 0.965621
0.156863 0.588235 0.984962
0.176471 0.588235 1.0043
0.196078 0.588235 1.0236
0.215686 0.588235 1.04284
0.235294 0.588235 1.062
0.254902 0.588235 1.08107
0.27451 0.588235 1.10004
0.294118 0.588235 1.11891
0.313725 0.588235 1.13765
0.333333 0.588235 1.15628
0.352941 0.588235 1.17477
0.372549 0.588235 1.19313
0.392157 0.588235 1.21135
0.411765 0.588235 1.22941
0.431373 0.588235 1.24732
0.45098 0.588235 1.26506
0.470588 0.588235 1.28263
0.490196 0.588235 1.30002
0.509804 0.588235 1.31723
0.529412 0.588235 1.33424
0.54902 0.588235 1.35106
0.568627 0.588235 1.36767
0.588235 0.588235 1.38408
0.607843 0.588235 1.40026
0.627451 0.588235 1.41622
0.647059 0.588235 1.43196
0.666667 0.588235 1.44745
0.686275 0.588235 1.46271
0.705882 0.588235 1.47772
0.72549 0.588235 1.49247
0.745098 0.588235 1.50697
0.764706 0.588235 1.5212
0.784314 0.588235 1.53517
0.803922 0.588235 1.54886
0.823529 0.588235 1.5623
0.843137 0.588235 1.57548
0.862745 0.588235 1.58843
0.882353 0.588235 1.6012
0.901961 0.588235 1.61387
0.921569 0.588235 1.62652
0.941176 0.588235 1.6392
0.960784 0.588235 1.65171
0.980392 0.588235 1.6634
0.0196078 0.607843 0.840017
0.0392157 0.607843 0.858984
0.0588235 0.607843 0.877949
0.0784314 0.607843 0.89704
0.0980392 0.607843 0.916272
0.117647 0.607843 0.935602
0.137255 0.607843 0.954975
0.156863 0.607843 0.974346
0.176471 0.607843 0.993685
0.196078 0.607843 1.01297
0.215686 0.607843 1.03218
0.235294 0.607843 1.05132
0.254902 0.607843 1.07036
0.27451 0.607843 1.08931
0.294118 0.607843 1.10815
0.313725 0.607843 1.12688
0.333333 0.607843 1.14548
0.352941 0.607843 1.16396
0.372549 0.607843 1.18231
0.392157 0.607843 1.20051
0.411765 0.607843 1.21857
0.431373 0.607843 1.23647
0.45098 0.607843 1.2542
0.470588 0.607843 1.27177
0.490196 0.607843 1.28916
0.509804 0.607843 1.30637
0.529412 0.607843 1.32339
0.54902 0.607843 1.34021
0.568627 0.607843 1.35683
0.588235 0.607843 1.37324
0.607843 0.607843 1.38943
0.627451 0.607843 1.4054
0.647059 0.607843 1.42115
0.666667 0.607843 1.43666
0.686275 0.607843 1.45193
0.705882 0.607843 1.46696
0.72549 0.607843 1.48174
0.745098 0.607843 1.49626
0.764706 0.607843 1.51051
0.784314 0.607843 1.52451
0.803922 0.607843 1.53823
0.823529 0.607843 1.55168
0.843137 0.607843 1.56486
0.862745 0.607843 1.57778
0.882353 0.607843 1.59046
0.901961 0.607843 1.60293
0.921569 0.607843 1.61524
0.941176 0.607843 1.62741
0.960784 0.607843 1.63942
0.980392 0.607843 1.65113
0.0196078 0.627451 0.827592
0.0392157 0.627451 0.846363
0.0588235 0.627451 0.865693
0.0784314 0.627451 0.885268
0.0980392 0.627451 0.904886
0.117647 0.627451 0.924459
0.137255 0.627451 0.943961
0.156863 0.627451 0.963388
0.176471 0.627451 0.982738
0.196078 0.627451 1.00201
0.215686 0.627451 1.02121
0.235294 0.627451 1.04032
0.254902 0.627451 1.05933
0.27451 0.627451 1.07826
0.294118 0.627451 1.09708
0.313725 0.627451 1.11578
0.333333 0.627451 1.13438
0.352941 0.627451 1.15284
0.372549 0.627451 1.17117
0.392157 0.627451 1.18937
0.411765 0.627451 1.20741
0.431373 0.627451 1.22531
0.45098 0.627451 1.24304
0.470588 0.627451 1.2606
0.490196 0.627451 1.27799
0.509804 0.627451 1.2952
0.529412 0.627451 1.31222
0.54902 0.627451 1.32904
0.568627 0.627451 1.34567
0.588235 0.627451 1.36208
0.607843 0.627451 1.37828
0.627451 0.627451 1.39427
0.647059 0.627451 1.41002
0.666667 0.627451 1.42555
0.686275 0.627451 1.44084
0.705882 0.627451 1.45589
0.72549 0.627451 1.47068
0.745098 0.627451 1.48523
0.764706 0.627451 1.49951
0.784314 0.627451 1.51353
0.803922 0.627451 1.52727
0.823529 0.627451 1.54073
0.843137 0.627451 1.5539
0.862745 0.627451 1.56677
0.882353 0.627451 1.57932
0.901961 0.627451 1.59155
0.921569 0.627451 1.60347
0.941176 0.627451 1.61516
0.960784 0.627451 1.6268
0.980392 0.627451 1.6387
0.0196078 0.647059 0.814142
0.0392157 0.647059 0.832855
0.0588235 0.647059 0.85286
0.0784314 0.647059 0.873113
0.0980392 0.647059 0.893195
0.117647 0.647059 0.913031
0.137255 0.647059 0.93266
0.156863 0.647059 0.952134
0.176471 0.647059 0.97149
0.196078 0.647059 0.990748
0.215686 0.647059 1.00992
0.235294 0.647059 1.029
0.254902 0.647059 1.048
0.27451 0.647059 1.06689
0.294118 0.647059 1.08569
0.313725 0.647059 1.10438
0.333333 0.647059 1.12296
0.352941 0.647059 1.14141
0.372549 0.647059 1.15973
0.392157 0.647059 1.17791
0.411765 0.647059 1.19595
0.431373 0.647059 1.21383
0.45098 0.647059 1.23156
0.470588 0.647059 1.24912
0.490196 0.647059 1.26651
0.509804 0.647059 1.28372
0.529412 0.647059 1.30074
0.54902 0.647059 1.31756
0.568627 0.647059 1.33419
0.588235 0.647059 1.35062
0.607843 0.647059 1.36683
0.627451 0.647059 1.38282
0.647059 0.647059 1.39859
0.666667 0.647059 1.41413
0.686275 0.647059 1.42944
0.705882 0.647059 1.4445
0.72549 0.647059 1.45932
0.745098 0.647059 1.47389
0.764706 0.647059 1.4882
0.784314 0.647059 1.50224
0.803922 0.647059 1.51601
0.823529 0.647059 1.52948
0.843137 0.647059 1.54265
0.862745 0.647059 1.55547
0.882353 0.647059 1.56789
0.901961 0.647059 1.57986
0.921569 0.647059 1.59131
0.941176 0.647059 1.60232
0.960784 0.647059 1.61329
0.980392 0.647059 1.62525
0.0196078 0.666667 0.797948
0.0392157 0.666667 0.817734
0.0588235 0.666667 0.839449
0.0784314 0.666667 0.860791
0.0980392 0.666667 0.881406
0.117647 0.666667 0.901459
0.137255 0.666667 0.921155
0.156863 0.666667 0.940631
0.176471 0.666667 0.959964
0.196078 0.666667 0.979191
0.215686 0.666667 0.998329
0.235294 0.666667 1.01738
0.254902 0.666667 1.03635
0.27451 0.666667 1.05522
0.294118 0.666667 1.074
0.313725 0.666667 1.09267
0.333333 0.666667 1.11123
0.352941 0.666667 1.12966
0.372549 0.666667 1.14797
0.392157 0.666667 1.16614
0.411765 0.666667 1.18417
0.431373 0.666667 1.20205
0.45098 0.666667 1.21978
0.470588 0.666667 1.23733
0.490196 0.666667 1.25472
0.509804 0.666667 1.27193
0.529412 0.666667 1.28895
0.54902 0.666667 1.30578
0.568627 0.666667 1.32241
0.588235 0.666667 1.33884
0.607843 0.666667 1.35506
0.627451 0.666667 1.37106
0.647059 0.666667 1.38685
0.666667 0.666667 1.4024
0.686275 0.666667 1.41772
0.705882 0.666667 1.43281
0.72549 0.666667 1.44765
0.745098 0.666667 1.46224
0.764706 0.666667 1.47658
0.784314 0.666667 1.49065
0.803922 0.666667 1.50445
0.823529 0.666667 1.51796
0.843137 0.666667 1.53114
0.862745 0.666667 1.54396
0.882353 0.666667 1.55632
0.901961 0.666667 1.56807
0.921569 0.666667 1.57899
0.941176 0.666667 1.58891
0.960784 0.666667 1.59817
0.980392 0.666667 1.60906
